Player_id,Team,Player_name,Role,Nationality,Auction_price,Batting_type,Bowling type,Level,PPS_Score,Consistency_Score,Opening_Score,Middle_Score,Death_Score,Final_Phase_Score,RSI_Score,TCS_Score,FIS_Score,Overall_Score
KKRA1,KKR,Anukul Roy,All Rounder,India,40,Left-hand,Left Off-Spin,Uncapped,57.832555427293045,64.51725070259188,52.951386860213034,68.51767205086053,53.32760244754703,58.3223731670101,30.0,57.35223580128386,30.0,49.07
PBKSO3,PBKS,Yuzvendra Chahal,Bowler,India,1800,Right-hand,Right Leg-Spin,Elite,55.9544582595375,58.420919943800854,50.4279085824822,55.922130480397264,50.723080933003615,53.05566285699969,30.0,51.63980831646819,64.17469446646116,49.02
MIO11,MI,Vignesh Puthur,Bowler,India,30,Right-hand,Right Medium-Fast,Uncapped,57.22162283654745,66.11704519557244,54.71350704674118,67.98337288610715,55.96190409435613,59.75290076402525,30.0,57.154938795541334,30.0,48.95
LSGO3,LSG,Manimaran Siddharth,Bowler,India,75,Right-hand,Left Off-Spin,Uncapped,58.52734302536685,66.43199610636186,55.27050957952679,74.95070449934366,56.48194900636214,63.01890038945376,30.0,53.598102911225396,30.0,48.77
CSKO4,CSK,Matheesha Pathirana,Bowler,Sri Lanka,1300,Right-hand,Right Fast,capped,56.02029252585915,57.09426440764088,50.58565015705762,58.80781743832442,50.62060773935902,54.02272932583516,30.0,51.78771593424606,59.78081475957116,48.64
GTA7,GT,Rashid Khan,All Rounder,Afghanistan,1800,Right-hand,Right Leg-Spin,Elite,56.005244299777075,51.71728589292483,53.26641520587042,48.668614106344684,52.49217599443227,50.85437186691945,30.0,54.336730484018496,51.510145607264064,48.38
GTO1,GT,Gerald Coetzee,Bowler,South Africa,240,Right-hand,Right Fast,capped,56.65642312451759,51.832889118809405,57.520478165369624,51.10261119414089,55.47632048385542,53.69322095793697,30.0,64.53891191658855,30.0,48.37
PBKSA2,PBKS,Marcus Stoinis,All Rounder,Australia,1100,Right-hand,Right Medium-Fast,capped,56.22494225648879,58.81459897558087,69.23740229869915,55.84491742674145,70.31099524198054,65.31982797827413,30.0,53.353307471732286,30.0,48.22
LSGA8,LSG,Shardul Thakur,All Rounder,India,30,Right-hand,Right Medium-Fast,capped,58.26779406926152,58.667471747884505,69.15594505087796,51.958389824937655,67.63042631789783,59.28729301714329,30.0,56.36343727703225,30.0,48.21
LSGO2,LSG,Akash Deep,Bowler,India,800,Right-hand,Right Medium-Fast,capped,55.04375899931448,51.66730184856496,65.01055082567903,50.38863521739958,63.49154670273118,53.706798194445305,30.0,51.41899635935505,63.49870245434407,48.18
MIO5,MI,Trent Boult,Bowler,New Zealand,1250,Left-hand,Left Fast-Medium,capped,57.42230724008865,67.50809333298312,52.699378640521296,66.228636064297,53.708730580504806,58.98218912570498,30.0,53.4021488860302,30.0,48.06
MIO7,MI,Deepak Chahar,Bowler,India,925,Right-hand,Right Medium-Fast,capped,55.769316588162795,58.13446222086172,51.60951797696522,58.12628224650097,50.42506745847034,55.35121472685158,30.0,52.215620725102994,49.95607353198107,48.03
LSGO1,LSG,Ravi Bishnoi,Bowler,India,1100,Right-hand,Right Leg-Spin,capped,55.66398370685387,51.58120382235457,50.17424057618611,48.68226297049926,50.25247589171323,49.53308454251382,30.0,55.536679396332175,54.96120469258778,47.82
CSKA3,CSK,Deepak Hooda,All Rounder,India,170,Right-hand,Right Off-Spin,capped,56.33018154119673,46.939973219163804,55.25467336484846,46.84088029969547,53.60949116564521,52.79916584485775,30.0,54.56614223968723,49.86865438388098,47.8
RCBO2,RCB,Bhuvneshwar Kumar,Bowler,India,1075,Right-hand,Right Medium-Fast,capped,56.29051359043355,59.17241003582817,54.77604562571683,60.73076541727782,55.03201476296897,57.21567711535296,30.0,56.78955857221338,30.0,47.64
SRHO9,SRH,Adam Zampa,Bowler,Australia,240,Right-hand,Right Leg-Spin,capped,56.57090305936717,74.05139044587119,51.183382199373895,57.66098835169795,51.823001297335466,52.11506007534221,30.0,53.03730016842883,30.0,47.47
DCO8,DC,Mitchell Starc,Bowler,Australia,1175,Left-hand,Left Fast,Elite,55.015043913585814,50.8805805004244,53.114254849158314,49.78343727911415,52.89645937451009,52.28090485229502,30.0,52.24337066070575,56.817616259126126,47.43
KKRA4,KKR,Moeen Ali,All Rounder,England,200,Right-hand,Right Off-Spin,capped,56.56500848074519,62.01424386328763,51.357730087309534,56.68284025140207,51.9740227833457,53.409374869798725,30.0,55.61566614124008,30.0,47.42
DCW3,DC,Donovan Ferreira,Wicket Keeper,South Africa,75,Right-hand,Right Off-spin,capped,54.14155862771837,45.705768500920186,51.7927636638,43.16587889942645,50.373083732268725,50.67077928932477,47.26418665230263,49.176334561137395,30.0,47.4
CSKA6,CSK,Ravindra Jadeja,All Rounder,India,1800,Left-hand,Left Off-Spin,Elite,56.22877202127198,57.66731290611932,54.44912219792728,54.49883333969706,54.06277124591386,54.343373270485436,30.0,58.07033558875048,30.0,47.35
RCBO5,RCB,Yash Dayal,Bowler,India,500,Left-hand,Left Medium-Fast,capped,54.797324906274156,48.732587732946065,49.01197387757111,48.81015982860536,47.74202385319684,48.56727811611301,30.0,53.2222923130046,60.605753980442174,47.24
DCO4,DC,Mohit Sharma,Bowler,India,220,Right-hand,Right Fast-Medium,capped,54.27498774616578,48.606316855080046,47.32866454455085,46.764398355937516,45.62576705340468,46.4778182428224,30.0,49.248990381135656,74.26367382064706,47.21
DCO6,DC,Mukesh Kumar,Bowler,India,800,Right-hand,Right Medium-Fast,capped,56.350865068202125,62.22760713486852,51.85353652559414,64.54836033087162,52.86213903605611,57.762376370231166,30.0,53.06655176442857,30.0,47.11
LSGO5,LSG,Avesh Khan,Bowler,India,975,Right-hand,Right Medium-Fast,capped,56.407113883326986,62.98924421704477,53.6157948473322,57.70950516248281,53.91440302200295,56.15378876329464,30.0,53.61322993332714,30.0,47.09
RCBA3,RCB,Manoj Bhandage,All Rounder,India,30,Left-hand,Right Medium-Fast,Uncapped,54.08316336692559,45.83343155710478,54.90129851044535,44.034007459130244,53.32760244754703,53.502588958592085,47.25078202008999,50.011147036282864,30.0,46.97
CSKO6,CSK,Nathan Ellis,Bowler,Australia,200,Right-hand,Right Medium-Fast,capped,55.89534940282577,67.08160543076752,51.36629299596561,60.01164855526747,51.823001297335466,54.482229419307245,30.0,51.155825400405504,30.0,46.55
SRHO3,SRH,Mohammad Shami,Bowler,India,1000,Right-hand,Right Fast-Medium,capped,55.10761756298713,50.817565607060544,51.243015014414794,51.834656169390925,50.08136917829901,51.07151527863808,30.0,52.16178268320009,49.86679472074117,46.54
