Player_id,Team,Player_name,Role,Nationality,Auction_price,Batting_type,Bowling type,Level,PPS_Score,Consistency_Score,Final_Phase_Score,RSI_Score,TCS_Score,FIS_Score,Overall_Score
PBKSB3,PBKS,Shreyas Iyer,Batter,India,2675,Right-hand,Right Off-Spin,Elite,73.69476836522992,70.46676486655949,70.4051634438195,72.36885305018794,68.27671010837163,60.4476751901946,69.87
PBKSB1,PBKS,Nehal Wadhera,Batter,India,420,Left-hand,Right Leg-Spin,capped,72.64374713131502,55.615305745776965,71.61546736273014,69.21671066475439,73.47923972876794,69.29165331825044,69.8
MIW1,MI,Ryan Rickelton,Wicket Keeper,South Africa,100,Left-hand,,capped,76.67815262674213,65.88565541679506,77.81499454397148,71.58246704395256,76.31390134227877,30.0,69.74
MIB1,MI,Rohit Sharma,Batter,India,1630,Right-hand,Right Off-Spin,Elite,79.62840697247134,54.38463332104522,66.26399192904131,75.24201244013922,69.87631944042519,61.25226083435089,69.73
LSGW2,LSG,Nicholas Pooran,Wicket Keeper,West Indies,2100,Left-hand,Right Off-Spin,Elite,66.6257211724728,65.15007394638604,69.54824664324356,76.17055811894774,74.03498303217582,51.72129080031646,69.66
SRHW2,SRH,Ishan Kishan,Wicket Keeper,India,1125,Left-hand,Right Off-Spin,capped,76.16791756051596,80.74308730861277,82.13012006540389,73.26875752628867,65.08992586995933,30.0,69.41
DCO1,DC,Vipraj Nigam,Bowler,India,50,Right-hand,Right Leg-Spin,Uncapped,66.21299829681914,85.81787290202627,79.84605440606363,30.0,92.25345876718025,81.80522259638704,69.23
CSKW1,CSK,Devon Conway,Wicket Keeper,New Zealand,625,Left-hand,Right Medium,capped,81.05603589869867,65.49395201322788,73.83397962012559,66.66244009565995,78.26071321218706,30.0,69.01
RCBB2,RCB,Rajat Patidar,Batter,India,1100,Right-hand,Right Off-Spin,capped,67.25909707723143,58.25741949368606,68.14037104602409,66.42186236082574,79.3970158831871,63.23562290939643,68.91
SRHA2,SRH,Abhishek Sharma,All Rounder,India,1400,Left-hand,Left Off-Spin,capped,89.2146250788449,69.60037508032192,74.36417168505926,55.8535085808256,90.79344753446952,30.0,68.81
DCB1,DC,Faf du Plessis,Batter,South Africa,200,Right-hand,Right Off-Spin,capped,67.04888907383526,53.84906316468506,67.07877746150687,64.6391960592062,76.70437152126144,63.055597456973786,67.15
KKRB4,KKR,Angkrish Raghuvanshi,Batter,India,300,Right-hand,Left Off-Spin,capped,69.43583479181365,58.83965636623669,68.15707643082476,68.9428030760896,80.5232374626848,30.0,66.89
MIB3,MI,Tilak Varma,Batter,India,800,Left-hand,Right Off-Spin,capped,62.357539502753035,54.118244683976954,61.139838638762534,66.62445011326793,75.67213956145054,70.46331217695186,66.56
DCB4,DC,Sediqullah Atal,Batter,Afghanistan,125,Left-hand,,capped,70.26036733491125,66.50521711412267,76.5214528329841,63.81527519077457,74.52143373883652,30.0,66.25
GTW4,GT,Jos Buttler,Wicket Keeper,England,1575,Right-hand,,Elite,68.19485175267388,62.23596209336622,65.91797988599502,73.16020348639692,65.57295433637938,51.5355203142003,66.18
RRA1,RR,Riyan Parag,All Rounder,India,1400,Right-hand,Right Off-Spin,capped,61.81954359021481,57.866736913540194,55.684190749445094,52.93341475637117,77.8019627004807,87.75418625834646,65.62
CSKB1,CSK,Ruturaj Gaikwad,Batter,India,1800,Right-hand,Right Off-Spin,capped,67.81935573864925,53.0854236133487,63.68606121248969,69.80018824265562,79.02591588722503,30.0,65.24
DCW1,DC,Tristan Stubbs,Wicket Keeper,South Africa,1000,Right-hand,Right Off-Spin,capped,57.69257087162034,58.41995409684493,68.39895896585637,66.13582447159656,58.13436122023687,93.10101284195022,65.13
LSGA1,LSG,Ayush Badoni,All Rounder,India,400,Right-hand,Right Off-Spin,capped,70.22739990731398,59.774836277483324,62.76022956877932,49.94375958717413,83.44070480152189,62.44473259497547,64.96
DCW4,DC,K L Rahul,Wicket Keeper,India,1400,Right-hand,Right Off-Spin,Elite,66.21843143472952,64.06613538989288,71.36048856007399,71.45293765705979,67.77033195580682,30.0,64.85
RRB5,RR,Nitish Rana,Batter,India,420,Left-hand,Right Off-Spin,capped,66.58193880725449,51.70651557396995,73.34250871352089,66.65585183741146,74.923368517058,30.0,64.55
MIA4,MI,Will Jacks,All Rounder,England,525,Right-hand,Right Off-Spin,capped,63.33985950370359,58.7769078331739,59.98403623550211,49.1639513200868,78.86220400371778,75.66959542903524,64.27
KKRW2,KKR,Rahmanullah Gurbaz,Wicket Keeper,Afghanistan,200,Right-hand,Right Medium,capped,73.30737915166391,59.22280135366782,71.03448477992546,59.96523043006107,72.84120532043406,30.0,63.78
CSKA2,CSK,Rachin Ravindra,All Rounder,New Zealand,400,Left-hand,Left Off-Spin,capped,67.50636058223323,56.2778954438871,64.05749939545679,57.521588198425334,67.08626147045825,70.4375502791859,63.66
LSGB2,LSG,David Miller,Batter,South Africa,750,Left-hand,Right Off-Spin,capped,68.80825791981883,58.59611246243075,71.3789334480902,59.96190471457422,58.95865943530729,69.67327287412621,63.59
GTA4,GT,Sherfane Rutherford,All Rounder,West Indies,260,Left-hand,Right Fast-Medium,capped,74.65581751436531,66.17710877554838,70.38410201364154,61.515851652368376,75.41076391093353,30.0,63.57
MIB4,MI,Naman Dhir,Batter,India,535,Right-hand,Right Off-Spin,capped,64.11707442420001,69.57109827313036,76.92863808589296,69.86449243638108,59.506703825272794,30.0,63.46
RRB2,RR,Shimron Hetmyer,Batter,West Indies,1100,Left-hand,,capped,62.595232886597564,58.50510187204108,71.40569574548338,62.28970822416829,67.72427924054676,49.7423071407804,63.43
RCBB4,RCB,Tim David,Batter,Australia,300,Right-hand,Right Off-Spin,capped,58.40706904773026,55.213236359960156,68.6101067314143,71.42310437088096,58.04933504286397,63.76126715383905,63.32
DCA1,DC,Ashutosh Sharma,All Rounder,India,380,Right-hand,Right Off-Spin,capped,68.67149051289618,60.96732029363456,73.12132721997428,59.365643776818025,65.25139059851921,49.85194793534819,62.82
RCBB5,RCB,Mayank Agarwal,Batter,India,100,Right-hand,Right Off-Spin,capped,60.12060464627907,72.93502023330132,77.5483361414241,69.92131784974805,57.11689005842557,30.0,62.7
CSKA4,CSK,Vijay Shankar,All Rounder,India,120,Right-hand,Right Medium,capped,61.159799054475485,55.86312813576911,71.06102449794392,56.36075685973534,61.00312825931921,69.73196480193369,62.15
KKRB3,KKR,Rinku Singh,Batter,India,1300,Left-hand,Right Off-Spin,capped,63.68989325565314,60.049571509769606,75.91842525109139,65.46988398451357,61.359273464467904,30.0,61.65
GTA2,GT,Rahul Tewatia,All Rounder,India,400,Left-hand,Right Leg-Spin,capped,59.95307175595223,53.832596709405024,66.48814141750776,52.132994575761415,52.41104935127453,86.29361247140648,60.89
GTO7,GT,Prasidh Krishna,Bowler,India,950,Right-hand,Right Fast,capped,57.43931260002006,75.90422471406751,59.4086971579776,53.91301018455103,55.993200280160046,81.90116393110883,60.78
GTA1,GT,Shahrukh Khan,All Rounder,India,400,Right-hand,Right Off-Spin,capped,70.28801018971808,61.98533596782862,71.30244358436364,30.0,68.69969199392126,69.60545773234062,60.72
KKRA5,KKR,Sunil Narine,All Rounder,West Indies,1200,Left-hand,Right Off-Spin,Elite,62.43931724314366,63.73327762095034,59.30416960713881,53.466224259780034,73.70184190379604,48.45425533499309,60.52
MIA8,MI,Corbin Bosch,All Rounder,South Africa,30,Right-hand,Right Fast-Medium,capped,65.77135658601895,65.43585218226818,66.69157597928037,53.84533137328101,77.26139863551464,30.0,60.41
GTA9,GT,Arshad Khan,All Rounder,India,130,Left-hand,Left Fast-Medium,Uncapped,62.44466597812695,61.97881703350286,66.69156017476394,30.0,66.4101070639201,81.86093216305996,60.23
LSGW4,LSG,Rishabh Pant,Wicket Keeper,India,2700,Left-hand,,Elite,59.67412771808744,77.36324141636359,76.91341712008114,58.78145857580333,56.427068174635664,30.0,60.03
CSKA1,CSK,Shivam Dube,All Rounder,India,1200,Left-hand,Right Medium-Fast,capped,68.49026018857589,59.75827618127764,68.4525380392623,30.0,71.12970889033551,63.09545465183557,59.2
MIO1,MI,Jasprit Bumrah,Bowler,India,1800,Right-hand,Right Fast,Elite,57.63430996900598,75.26503998427108,60.72195702607415,53.67419157051081,52.8063883051893,71.24420317081243,59.02
SRHA5,SRH,Harsh Dubey,All Rounder,India,30,Left-hand,Left Off-Spin,Uncapped,63.5479431618308,97.72207211355591,78.83260892676009,30.0,61.794276479463264,30.0,58.87
SRHO8,SRH,Jaydev Unadkat,Bowler,India,100,Left-hand,Left Medium-Fast,capped,58.702405636690095,86.45019529665548,65.29108278019058,51.05192824843191,54.4228545909026,50.39588400263865,58.65
PBKSA9,PBKS,Marco Jansen,All Rounder,South Africa,700,Right-hand,Left Medium-Fast,capped,56.902791501450665,71.82188783469903,58.55037799639416,48.4564014185854,55.06260168939443,63.09545465183557,58.26
KKRA3,KKR,Venkatesh Iyer,All Rounder,India,2375,Left-hand,Right Off-Spin,Elite,64.74485474275541,50.07276589766819,61.6397094214623,53.60891405608198,65.97909525172545,51.59017625634442,58.12
DCO7,DC,Mustafizur Rahman,Bowler,Bangladesh,600,Left-hand,Left Medium-Fast,capped,56.78209517643869,71.13056461221095,59.41051501718115,47.70364039674127,52.7281516399223,80.55316272664722,57.71
SRHO7,SRH,Eshan Malinga,Bowler,Sri Lanka,120,Left-hand,Right Fast-Medium,capped,59.20244546082401,90.50686509866361,66.19608834064026,50.97396517504053,56.430145424018704,30.0,57.71
CSKB4,CSK,Rahul Tripathi,Batter,India,340,Right-hand,Right Medium,capped,58.914305078481746,51.46221421860463,63.40210363231809,52.86506815042923,58.4720774837358,63.103436259730614,57.64
KKRW1,KKR,Quinton de Kock,Wicket Keeper,South Africa,360,Left-hand,,capped,60.59585833390025,52.359945878698824,60.45559980993399,62.48230874540609,62.01168020507855,30.0,57.52
RCBO10,RCB,Lungisani Ngidi,Bowler,South Africa,100,Right-hand,Right Fast-Medium,capped,56.469241569802605,58.69803116658917,53.87553187837417,49.5885347227414,60.457323266547874,75.3052849382787,57.46
KKRA2,KKR,Ramandeep Singh,All Rounder,India,400,Right-hand,Right Medium-Fast,capped,60.704196808237285,52.59010600589237,66.40345988200443,50.482784189459096,53.718207084354454,63.09545465183557,57.26
DCA3,DC,Axar Patel,All Rounder,India,1650,Left-hand,Left Off-Spin,Elite,60.79161058669891,53.040129260395986,55.322207477742054,49.94673081695396,64.71931952223898,56.551362421205084,56.79
LSGW1,LSG,Mathew Breetzke,Wicket Keeper,South Africa,75,Right-hand,,capped,61.8690207197196,55.98792599107979,69.98305741795708,55.95169157631411,57.20319623564666,30.0,56.67
MIA6,MI,Mitchell Santner,All Rounder,New Zealand,200,Left-hand,Left Off-Spin,capped,57.22158863893979,64.86569574232382,59.22623481320419,30.0,55.3399702318942,82.48938104857945,56.64
SRHB3,SRH,Abhinav Manohar,Batter,India,320,Right-hand,Right Leg-Spin,capped,64.13537007437466,53.51202450539596,64.08103772060659,53.93952623589408,61.67533540632832,30.0,56.49
RCBA1,RCB,Krunal Pandya,All Rounder,India,575,Left-hand,Left Off-Spin,capped,56.50179052448205,60.6364930463033,56.01177125980048,51.57496375576311,60.74617129642016,49.908843222221165,55.92
CSKW2,CSK,MS Dhoni,Wicket Keeper,India,400,Right-hand,Right Medium,Elite,58.954245710469856,52.7018069786305,57.210927968618215,55.46728771158019,53.37030850884054,59.9381107029492,55.9
MIO2,MI,Ashwani Kumar,Bowler,India,30,Left-hand,Left Medium-Fast,Uncapped,58.865613652540375,73.1648585562529,64.17106726148809,30.0,58.88858918620413,76.71876085723943,55.67
CSKO7,CSK,Noor Ahmad,Bowler,Afghanistan,1000,Left-hand,Left Leg-Spin,capped,58.08187545473123,72.72240014321176,65.39473236222496,50.985324497597645,55.77679380408142,30.0,55.48
RCBA5,RCB,Romario Shepherd,All Rounder,West Indies,150,Right-hand,Right Fast-Medium,capped,56.46460274873384,57.86736651162959,58.384763283380785,68.05713615733845,55.99276138382382,30.0,55.22
SRHA1,SRH,Nitish Kumar Reddy,All Rounder,India,600,Right-hand,Right Medium-Fast,capped,55.557523144264444,52.35767273527503,52.760393717644455,47.30379309758037,65.18132344341498,55.316001536223226,54.9
GTA12,GT,Washington Sundar,All Rounder,India,320,Left-hand,Right Off-spin,capped,61.24678771607163,52.26438124700077,54.81481267450863,30.0,80.66574140906597,49.895715134673964,54.87
PBKSO1,PBKS,Harpreet Brar,Bowler,India,150,Left-hand,Left Off-Spin,capped,57.259028259038615,73.13121516708418,64.03702821481042,48.18510060106355,56.699350524760256,30.0,54.73
CSKA7,CSK,Anshul Kamboj,All Rounder,India,340,Right-hand,Right Medium-Fast,capped,57.371555938904464,69.54276915328461,61.85486717463394,30.0,53.84314678209293,64.08603522095179,54.7
PBKSA5,PBKS,Shashank Singh,All Rounder,India,550,Right-hand,Right Medium,capped,62.43640028395189,73.94779239903602,77.82676805225252,30.0,58.37937149588795,30.0,54.31
LSGO6,LSG,Prince Yadav,Bowler,India,30,Right-hand,Right Fast-Medium,Uncapped,56.45191550318188,66.11122863226291,64.67533452365791,30.0,52.0583194211821,89.95832486843423,54.29
DCB5,DC,Jake Frazer McGurk,Batter,Australia,900,Right-hand,Right Off-Spin,capped,59.37621592884049,48.381224407138326,60.64262605874145,52.86487006715248,60.859165362770824,30.0,54.27
LSGO7,LSG,Akash Singh,Bowler,India,30,Right-hand,Left Medium-Fast,Uncapped,59.92738312859474,92.35843218022308,69.76828223611464,30.0,59.707706796120405,30.0,54.12
KKRO4,KKR,Harshit Rana,Bowler,India,400,Right-hand,Right Fast,capped,62.51155322012306,62.02953884707194,60.440566644429204,30.0,59.46926527057229,70.35119736350384,54.05
PBKSA8,PBKS,Azmatullah Omarzai,All Rounder,Afghanistan,240,Right-hand,Right Medium-Fast,capped,56.013411162722015,54.43859191014729,55.08566599470978,47.55001044227916,60.435791274358785,49.86679472074117,53.91
RRO1,RR,Yudhvir Singh Charak,Bowler,India,35,Right-hand,Right Medium-Fast,Uncapped,59.65030071736915,92.0474707530355,75.53545061882238,30.0,55.37425731968602,30.0,53.83
PBKSA7,PBKS,Praveen Dubey,All Rounder,India,30,Right-hand,Right Leg-Spin,Uncapped,59.421764047649035,85.26605342860012,63.66677802037734,30.0,60.04064397633146,30.0,53.76
RRO9,RR,Jofra Archer,Bowler,England,1250,Right-hand,Right Fast,capped,59.09945443475938,63.36154528677239,59.88766847206161,30.0,62.465320616098765,62.48327916136371,53.55
PBKSB06,PBKS,Glenn Maxwell,Batter,Australia,420,Right-hand,Right Off-Spin,capped,56.84961359585621,51.33139405049388,54.836264218949516,51.64269250196139,62.79252299459569,30.0,53.49
RRO4,RR,Akash Madhwal,Bowler,India,120,Right-hand,Right Medium-Fast,Uncapped,59.0881029862028,89.45117048409455,73.35895660874641,30.0,56.39058780956279,30.0,53.41
RCBO6,RCB,Nuwan Thushara,Bowler,Sri Lanka,160,Right-hand,Right Medium-Fast,capped,56.02759793101988,70.12901045845814,57.7719186720129,48.150430273528244,56.94259046960762,30.0,53.36
RCBO1,RCB,Josh Hazlewood,Bowler,Australia,1250,Right-hand,Right Medium-Fast,Elite,57.209228472957115,68.27102820805794,57.55629330261073,50.62475858140984,53.65332416420391,30.0,53.11
LSGA3,LSG,Abdul Samad,All Rounder,India,420,Right-hand,Right Leg-Spin,capped,63.35863690928034,51.38479419525645,65.13328327439652,30.0,58.06538186002289,55.01121507401541,52.85
DCO2,DC,Kuldeep Yadav,Bowler,India,1325,Left-hand,Left Leg-Spin,Elite,55.44659729505818,56.28078351492002,52.252780388177435,47.53374796667781,54.129063018999574,56.1581578613838,52.81
KKRB5,KKR,Rovman powell,Batter,West Indies,150,Right-hand,Right Medium-Fast,capped,57.45764207637466,48.458015560268436,64.15162687652547,49.643116589424366,56.235680033222266,30.0,52.56
LSGO8,LSG,Digvesh Rathi,Bowler,India,30,Right-hand,Right Leg-Spin,Uncapped,58.90375885567828,76.66897644114574,65.0316650224077,30.0,61.48266942540256,30.0,52.13
GTA8,GT,Sai Kishore,All Rounder,India,200,Left-hand,Left Off-Spin,capped,55.44301283607876,56.33019661386543,52.09861626958556,30.0,55.502804190093215,69.50706002229684,52.11
LSGO9,LSG,William O'Rourke,Bowler,New Zealand,300,Right-hand,Right Fast-Medium,capped,59.071818116811116,85.96715784029274,63.08575616848007,30.0,57.48850509006368,30.0,51.79
CSKO5,CSK,Mukesh Choudhary,Bowler,India,30,Left-hand,Left Medium-Fast,Uncapped,56.613018635407315,69.22513309130034,62.41835448099646,30.0,51.25473601903184,66.56318487951386,51.75
DCA7,DC,Madhav Tiwari,All Rounder,India,40,Right-hand,Right Medium-Fast,Uncapped,56.002428606394005,48.2910809178354,72.93457318767908,48.233711215015376,54.79761693570018,30.0,51.69
CSKA8,CSK,Sam Curran,All Rounder,England,240,Left-hand,Left Fast-Medium,capped,65.65899662308922,53.18102960478885,58.837170905925205,30.0,72.68567591798558,30.0,51.69
KKRO1,KKR,Varun Chakaravarthy,Bowler,India,1200,Right-hand,Right Leg-Spin,capped,57.08541690902433,63.17546864276255,56.15949597261183,48.22248591359773,53.30397149432915,30.0,51.69
KKRA6,KKR,Andre Russell,All Rounder,West Indies,1200,Right-hand,Right Medium-Fast,capped,59.29860972136515,50.82090764346269,52.927645543377984,30.0,68.66174734472003,49.960826317369325,51.68
SRHA3,SRH,Kamindu Mendis,All Rounder,Sri Lanka,75,Left-hand,Ambidextureous,capped,55.66314938084852,57.59214511189834,59.702838749935886,47.55504697966252,58.414703528878306,30.0,51.64
CSKA9,CSK,Ravichandran Ashwin,All Rounder,India,975,Right-hand,Right Off-Spin,Elite,57.50550518883469,56.160112714840295,53.83819584180801,30.0,55.93442428748379,60.701730248792714,51.42
GTO6,GT,Kulwant Khejroliya,Bowler,India,30,Left-hand,Left Medium-Fast,Uncapped,59.23635311077594,85.26605342860012,63.67438518811849,30.0,54.78991203097708,30.0,51.16
SRHO2,SRH,Pat Cummins,Bowler,Australia,1800,Right-hand,Right Fast,Elite,55.825649886481514,56.5183999200939,55.09701297597313,30.0,54.47854240927683,76.9773370674854,51.11
PBKSO6,PBKS,Yash Thakur,Bowler,India,160,Right-hand,Right Fast-Medium,Uncapped,56.63071925351137,57.95372528872561,56.52759031089697,30.0,56.58164388002973,66.15831711895439,51.03
GTO8,GT,Mohammed Siraj,Bowler,India,1225,Right-hand,Right Fast-Medium,capped,54.894177543483934,52.08957506440829,52.343642750003305,30.0,52.94349318858018,86.14878092201954,50.65
PBKSO2,PBKS,Arshdeep Singh,Bowler,India,1800,Left-hand,Left Medium-Fast,Elite,55.87017922118797,59.56642340019816,53.967245487289034,47.57859830681487,53.063316231504935,30.0,50.59
MIA2,MI,Hardik Pandya,All Rounder,India,1635,Right-hand,Right Medium-Fast,Elite,57.937220779597766,49.618778529829996,51.6545351510498,51.46962318618825,59.395282062170494,30.0,50.55
RRA2,RR,Wanindu Hasaranga,All Rounder,Sri Lanka,525,Right-hand,Right Leg-Spin,capped,54.92393459953331,53.11253166522394,49.981637257229174,30.0,56.74221131436148,62.44473259497547,50.42
RRO11,RR,Sandeep Sharma,Bowler,India,400,Right-hand,Right Medium-Fast,capped,56.1120183843444,65.51898341458835,55.72713614018631,30.0,52.83390886161989,63.769528998132884,50.41
PBKSO09,PBKS,Lockie Ferguson,Bowler,New Zealand,200,Right-hand,Right Fast,capped,56.264128050681975,61.91238223472485,59.26311108166918,30.0,56.18832615737085,49.908843222221165,50.06
MIW3,MI,Robin Minz,Wicket Keeper,India,65,Left-hand,Left Off-Spin,Uncapped,55.21598741253972,47.336027907105134,56.45384330541973,48.150430273528244,53.81043849460414,30.0,49.97
CSKO8,CSK,Khaleel Ahmed,Bowler,India,480,Left-hand,Left Fast-Medium,capped,55.81868763668693,55.67668473159131,53.652072277453414,30.0,51.74814461012183,75.3055356481859,49.96
KKRO3,KKR,Vaibhav Arora,Bowler,India,180,Right-hand,Right Medium-fast,capped,56.70495284601057,64.43953420685185,55.99864924612526,30.0,54.13621746268828,55.493918291688615,49.93
RRO2,RR,Tushar Deshpande,Bowler,India,625,Right-hand,Right Fast-Medium,capped,55.749070519216,61.29445562401949,54.48700691296143,30.0,51.99612708470716,65.19793733309774,49.68
LSGA6,LSG,Shahbaz Ahmed,All Rounder,India,240,Left-hand,Left Off-Spin,Uncapped,57.321463542249205,55.68697939632533,56.91365618659627,30.0,68.42575908248318,30.0,49.67
MIO4,MI,Karn Sharma,Bowler,India,50,Right-hand,Right Leg-Spin,capped,56.24646500215926,55.197057654994865,53.893709012849,30.0,54.00422706991928,64.11964207411489,49.45
PBKSO7,PBKS,Xavier Bartlett,Bowler,Australia,80,Right-hand,Right Fast-Medium,capped,55.201177186273725,51.278638147909206,50.94542499048134,30.0,71.57724095103694,30.0,49.44
SRHO4,SRH,Harshal Patel,Bowler,India,800,Right-hand,Right Medium-Fast,capped,55.739419456177735,59.991094843134036,53.07103984860261,30.0,55.85698629428249,55.19139352526712,49.3
RRO6,RR,Maheesh Theekshana,Bowler,Sri Lanka,440,Right-hand,Right Off-Spin,capped,55.67853646661696,60.86167196795503,54.094041311420135,30.0,54.79632280349152,55.26753890181469,49.28
RRO3,RR,Kumar Kartikeya Singh,Bowler,India,30,Right-hand,Left Leg-Spin,Uncapped,55.90570873542194,53.23398676279383,55.61544851534002,30.0,66.70743279399635,30.0,49.23
PBKSO4,PBKS,Vijaykumar Vyshak,Bowler,India,180,Right-hand,Right Fast-Medium,capped,55.850051065793,60.79831008765946,55.35981873614463,30.0,50.5957491615447,61.98863682133262,49.11
